0,1,2,3,4,5
-0.65232587,0.4555273,-0.07237547,0.7240155,-0.6119527,-0.804475
0.6884638,-0.7609427,-0.70875365,0.7480556,-0.4582464,-0.44054458
-0.57922745,0.6322542,0.4627199,-0.6642772,-0.11107568,-0.66519743
